OBJECTID,PIDN,DISTRICT,MAP,COMMENT,PIDN_ORIGINAL,RESOLUTION,RES_DATE,BOOK,PAGE,INSTRUMENT,REC_DATE,LAST_REVIEW,FLAG,RES_ACRES
17605,2800001006800,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17606,2800001006900,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17607,2800001007000,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17608,2800001007100,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17609,2800001007200,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17610,2800001007300,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17611,2800001007400,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17612,2800001007500,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17613,2800001007600,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17614,2800001007700,28,DN,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17615,2800001007800,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17618,28000BM0025K0,28,BM,,28000BM002500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17619,28000BM0025L0,28,BM,,28000BM002500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
17620,28000BN0009P0,28,BN,,28000BN000900,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17621,28000BN0022J0,28,BN,,28000BN0022J0,2-2004,2004/04/12 00:00:00+00,1645,4038,2004032684,2004/04/14 00:00:00+00,1970/01/01 00:00:00+00,,1.14999998
17622,28000CM0017E0,28,CM,,28000CM001700,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17623,28000CN0001H0,28,CN,,28000CN0001C0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17624,28000CN0001J0,28,CN,,28000CN0001C0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17625,28000CN0001K0,28,CN,,28000CN0001C0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17626,28000CN0001L0,28,CN,,28000CN0001C0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17627,28000CN0153G0,28,CN,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17628,28000CN0153H0,28,CN,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17631,43000BO0025G0,43,BO,,43000BO002500,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17632,43000BO0025H0,43,BO,,43000BO002500,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17633,43000BO0025J0,43,BO,,43000BO002500,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17634,43000BO0025K0,43,BO,,43000BO002500,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17640,32000AL0009C0,32,AL,,32000AL000900,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
17641,32000AL0012F0,32,AL,,32000AL001200,1,1989/06/01 00:00:00+00,103A,1083,1989025302,1989/06/11 00:00:00+00,1970/01/01 00:00:00+00,,0
17651,43000AO0029D0,43,AO,,43000AO002900,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
17653,43000CO0007J0,43,CO,,43000CO000700,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17654,43000CO0023D0,43,CO,,43000CO002300,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17655,43000CO0023E0,43,CO,,43000CO002300,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17656,43000CO0023F0,43,CO,,43000CO002300,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17657,43000CO0023G0,43,CO,,43000CO002300,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17658,28000CN015400,28,CN,,28000CM001700,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17664,25000CM0008B0,25,CM,,25000CM0008B0,3,1992/05/06 00:00:00+00,0382,1116,1992029153,1992/05/13 00:00:00+00,1970/01/01 00:00:00+00,,20
17665,28000AL000800,28,AL,,28000AL000800,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,94
17666,28000AM001000,28,AM,,28000AM001000,99-1,1999/05/10 00:00:00+00,1363,6684,1999034368,1999/05/11 00:00:00+00,1970/01/01 00:00:00+00,,85.01000214
17667,28000AM0012B0,28,AM,,28000AM0012B0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,137
17668,28000AM002200,28,AM,,28000AM002200,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,95.69999695
17669,28000AM002500,28,AM,,28000AM002500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,109
17670,28000AM007500,28,AM,,28000AM007500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,62
17671,28000AM0075B0,28,AM,,28000AM0075B0,98-3,1998/10/12 00:00:00+00,1341,0834,1998075241,1998/10/21 00:00:00+00,1970/01/01 00:00:00+00,,68.69999695
17672,28000AM007700,28,AM,,28000AM007700,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,28.5
17673,28000BM000300,28,BM,,28000BM000300,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,16.89999962
17674,28000BM0004A0,28,BM,,28000BM0004A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,140
17675,28000BM0004H0,28,BM,,28000BM0004H0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,132.71000671
17676,28000BM0009C0,28,BM,,28000BM0009C0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,35.61000061
17677,28000BM0020D0,28,BM,,28000BM0020D0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,83
17678,28000BM002500,28,BM,,28000BM002500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,321.8999939
17679,28000BM0025A0,28,BM,,28000BM0025A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,119
17680,28000BM002700,28,BM,,28000BM002700,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,208
17681,28000BM002900,28,BM,,28000BM002900,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,39
17682,28000BN000100,28,BN,,28000BN000100,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,49
17684,28000BN0009A0,28,BN,,28000BN0009A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,22.77000046
17685,28000BN002200,28,BN,,28000BN002200,2-2004,2004/04/12 00:00:00+00,1645,4038,2004032684,2004/04/14 00:00:00+00,1970/01/01 00:00:00+00,,87
17686,28000BN004000,28,BN,,28000BN004000,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,83
17687,28000BN005100,28,BN,,28000BN005100,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,27.40999985
17688,28000BN006000,28,BN,,28000BN006000,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,78
17689,28000BO002800,28,BO,,28000BO002800,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,109
17690,28000CM0008E0,28,CM,,28000CM000800,1-2009,2009/01/12 00:00:00+00,2000,5917,2009001972,2009/01/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17691,28000CM001500,28,CM,,28000CM001500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,119.19999695
17692,28000CM001600,28,CM,,28000CM001600,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,33.38000107
17693,28000CM001700,28,CM,,28000CM001700,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,181.3999939
17694,28000CM003400,28,CM,,28000CM003400,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,54
17695,28000CM003500,28,CM,,28000CM003500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,40
17696,28000CN000100,28,CN,,28000CN000100,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,144
17697,28000CN0001C0,28,CN,,28000CN0001C0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,120
17698,28000CN0001E0,28,CN,,28000CN0001E0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,172.30000305
17699,28000CN001800,28,CN,,28000CN001800,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,199
17700,28000CN004600,28,CN,,28000CN004600,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,56
17701,28000CN004900,28,CN,,28000CN004900,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,47
17702,28000CN005100,28,CN,,28000CN005100,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,157
17703,28000CN005800,28,CN,,28000CN005800,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,57.22999954
17704,28000CN005900,28,CN,,28000CN005900,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,55
17705,28000CN0059A0,28,CN,,28000CN0059A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,142
17706,28000CN0059J0,28,CN,,28000CN0059J0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,20
17707,28000CN006500,28,CN,,28000CN006500,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,78
17708,28000CO005400,28,CO,,28000CO005400,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,10
17725,34000CP001200,34,CP,,34000CP001200,3,1992/04/07 00:00:00+00,0357,0167,1992020811,1992/04/08 00:00:00+00,1970/01/01 00:00:00+00,,129
17734,43000AP0001M0,43,AP,,43000AP000100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17735,43000AP0001Q0,43,AP,,43000AP000100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17736,43000AP0001P0,43,AP,,43000AP000100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17737,43000AP0001R0,43,AP,,43000AP000100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17738,28000AM0021U0,28,AM,,28000AM0021A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17739,43000BQ001600,43,BQ,,43000BQ001600,6,2014/01/06 00:00:00+00,2268,1416,2014005362,2014/02/10 00:00:00+00,1970/01/01 00:00:00+00,,93.05999756
17740,43000BQ0017A0,43,BQ,,43000BQ0017A0,6,2014/01/06 00:00:00+00,2268,1416,2014005362,2014/02/10 00:00:00+00,1970/01/01 00:00:00+00,,4.17999983
17741,43000BQ003400,43,BQ,,43000BQ003400,6,2014/01/06 00:00:00+00,2268,1416,2014005362,2014/02/10 00:00:00+00,1970/01/01 00:00:00+00,,50.15999985
17742,43000AO003100,43,AO,,43000AO003100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,104.48000336
17743,25000CL0014B0,25,CL,,25000CL0014B0,7-2005,2005/09/07 00:00:00+00,1754,4747,2005070069,2005/09/12 00:00:00+00,1970/01/01 00:00:00+00,,1.20000005
17744,25000CL0014D0,25,CL,,25000CL0014D0,7-2005,2005/09/07 00:00:00+00,1754,4747,2005070069,2005/09/12 00:00:00+00,1970/01/01 00:00:00+00,,13.80000019
17745,32000CL001400,25,CL,,32000CL001400,7-2005,2005/09/07 00:00:00+00,1692,6030,2005070069,2005/09/12 00:00:00+00,1970/01/01 00:00:00+00,,13.80000019
17746,43000BO000400,43,BO,,43000BO000400,3,1999/06/07 00:00:00+00,1366,8308,1999042074,1999/06/08 00:00:00+00,1970/01/01 00:00:00+00,,102.72000122
17747,43000BQ004500,43,BQ,,43000BQ004500,3,1999/06/07 00:00:00+00,1366,8308,1999042074,1999/06/08 00:00:00+00,1970/01/01 00:00:00+00,,40.25
17748,43000BQ004100,43,BQ,,43000BQ004100,3,1999/06/07 00:00:00+00,1366,8308,1999042074,1999/06/08 00:00:00+00,1970/01/01 00:00:00+00,,121.37999725
17749,43000AO000300,43,AO,,43000AO000300,5,2008/08/04 00:00:00+00,1979,6943,2008050668,2008/08/06 00:00:00+00,1970/01/01 00:00:00+00,,88.62599945
17750,43000AO0003A0,43,AO,,43000AO0003A0,5,2008/08/04 00:00:00+00,1979,6943,2008050668,2008/08/06 00:00:00+00,1970/01/01 00:00:00+00,,144.8500061
17751,43000BP0002C0,43,BP,,43000BP0002C0,5,2008/08/04 00:00:00+00,1979,6943,2008050668,2008/08/06 00:00:00+00,1970/01/01 00:00:00+00,,101
17752,43000BP002200,43,BP,,43000BP002200,4,2002/04/01 00:00:00+00,1488,0565,2002026161,2002/04/02 00:00:00+00,1970/01/01 00:00:00+00,,54
17753,43000AP001000,43,AP,,43000AP001000,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,126.79000092
17754,43000CP000100,43,CP,,43000CP000100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,154.58999634
17755,43000BO003600,43,BO,,43000BO003600,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,216
17756,43000AP0047Z0,43,BQ,,43000BQ0011L0,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17757,43000BO002700,43,BO,,43000BO002700,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,104.58899689
17758,43000BO002700,43,BO,"45 acres located in Fawn, of 98 total acres.",43000BO002700,3-2013,2013/09/09 00:00:00+00,2250,5725,2013052013,2013/09/11 00:00:00+00,1970/01/01 00:00:00+00,,45
17759,28000CM000800,28,CM,,28000CM000800,1-2009,2009/01/12 00:00:00+00,2000,5917,2009001972,2009/01/13 00:00:00+00,1970/01/01 00:00:00+00,,255
17760,61000BN0047K0,61,BN,,61000BN004700,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,48
17761,28000AO000600,28,AO,,28000AO000600,9-2004,2004/11/08 00:00:00+00,1688,2695,2004096635,2004/11/15 00:00:00+00,1970/01/01 00:00:00+00,,73.43000031
17762,86000BK0037H0,32,BK,,86000BK0037E0,2,1990/07/05 00:00:00+00,107C,0981,1990035527,2014/08/03 00:00:00+00,1970/01/01 00:00:00+00,,0
17763,28000CN0050A0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17764,28000CN0050B0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17765,28000CN0050C0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17766,28000CN0050D0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17767,28000CN0050S0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17768,28000CN0050R0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17769,28000CN0050T0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17770,28000CN0153D0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17771,28000CN0050L0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17772,28000CN015200,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17773,28000CN015100,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17774,28000CN0050J0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17775,28000CN0050H0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17776,28000CN0050G0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17777,28000CN0050F0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17778,28000CN0050E0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17779,28000CN0050X0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17780,28000CN0050Y0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17781,28000CN0050W0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17782,28000CN0050Z0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17783,28000CN005200,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17784,28000CN0052B0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17785,28000CN0052A0,28,01,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
17786,43000BP005600,43,BQ,Has been Annexed,43000BQ0019F0,2,1992/07/06 00:00:00+00,0434,0265,1992045957,1992/07/24 00:00:00+00,1970/01/01 00:00:00+00,,82
17787,43000AO001900,43,AO,,43000AO001800,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17788,32000BL001500,32,BL,,32000BL001500,3-2015,2015/08/06 00:00:00+00,2332,5319,2015035263,2015/08/10 00:00:00+00,1970/01/01 00:00:00+00,,42.49499893
17789,32000BL001700,32,BL,,32000BL001700,4-2016,2016/03/03 00:00:00+00,2359,2623,2016009079,2016/03/07 00:00:00+00,1970/01/01 00:00:00+00,,65.51000214
17790,25000CM0007E0,25,CM,,25000CM000700,1,1989/08/14 00:00:00+00,103T,1002,1989037866,1989/08/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17791,25000CM0007D0,25,CM,,25000CM000700,1,1989/08/14 00:00:00+00,103T,1002,1989037866,1989/08/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17792,32000AL000900,28,AL,,32000AL000900,4-2016,2016/10/09 00:00:00+00,2402,3173,2016058233,2016/12/28 00:00:00+00,1970/01/01 00:00:00+00,,11.77999973
17793,43000BQ0011L0,43,BQ,,43000BQ0011L0,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,224.66299438
17794,43000BP0076J0,43,BP,,43000BP007600,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17795,43000AP0001N0,43,AP,,43000AP000100,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
17796,25000CM000700,25,CM,,25000CM000700,1,1989/08/14 00:00:00+00,103T,1002,1989037866,1989/08/24 00:00:00+00,1970/01/01 00:00:00+00,,0
17798,32000CL0014D0,25,CL,,32000CL001400,7-2005,2005/09/07 00:00:00+00,1692,6030,2005070069,2005/09/12 00:00:00+00,1970/01/01 00:00:00+00,,0
17799,22000CG0102A0,22,CG,,22000CG0102A0,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,62
17800,22000CH000200,22,CH,,22000CH000200,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,102.77500153
17801,2500007003300,25,CL,,25000CL0004B0,1,1989/08/14 00:00:00+00,103T,1002,1989037866,1989/08/24 00:00:00+00,1970/01/01 00:00:00+00,,27.82999992
17802,22000AH003700,22,AH,,22000AH003700,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,0
17803,22000BG0052A0,22,BG,,22000BG0052A0,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,27.72999954
17804,22000BG006500,22,BG,,22000BG006500,97-1,1997/09/10 00:00:00+00,1301,4735,1997052046,1997/09/12 00:00:00+00,1970/01/01 00:00:00+00,,151
17805,22000BH005900,22,BH,,22000BH005900,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,26
17806,22000BH0059A0,22,BH,,22000BH0059A0,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,36
17807,22000BH006300,22,BH,,22000BH006300,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,45
17808,22000BH0072A0,22,BH,,22000BH0072A0,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,46
17809,22000CF0060B0,22,CF,,22000CF0060B0,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,14.5
17810,22000CG004100,22,CG,,22000CG004100,96-3,1996/03/13 00:00:00+00,1256,8911,1996014330,1996/03/22 00:00:00+00,1970/01/01 00:00:00+00,,77
17811,22000CG004400,22,CG,,22000CG004400,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,13
